timepoint,technology,region,power,charging,state_of_charge,goal_state_of_charge_start,goal_state_of_charge_end
685,"(3, 33, 0, 46)",3,11376.9,0,86810.2,20371.8,8994.9
685,"(3, 33, 0, 47)",3,4663.36,0,13275.4,,
685,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
685,"(1, 33, 0, 66)",1,0,0,0,,
685,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
685,"(1, 33, 0, 47)",1,0,0,0,,
685,"(2, 33, 0, 47)",2,0,0,0,,
685,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
685,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
685,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
685,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
685,"(91, 62L, 2L, 64L, 1983L)",2,119613,,,,
685,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
686,"(3, 33, 0, 46)",3,11376.9,0,73689.7,20371.8,8994.9
686,"(3, 33, 0, 47)",3,4663.36,0,7897.34,,
686,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
686,"(1, 33, 0, 66)",1,0,0,0,,
686,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
686,"(1, 33, 0, 47)",1,0,0,0,,
686,"(2, 33, 0, 47)",2,0,0,0,,
686,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
686,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
686,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
686,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
686,"(91, 62L, 2L, 64L, 1983L)",2,113255,,,,
686,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
687,"(3, 33, 0, 46)",3,11376.9,0,60569.2,20371.8,8994.9
687,"(3, 33, 0, 47)",3,2184.5,0,2519.29,,
687,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
687,"(1, 33, 0, 66)",1,0,0,0,,
687,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
687,"(1, 33, 0, 47)",1,0,0,0,,
687,"(2, 33, 0, 47)",2,0,0,0,,
687,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
687,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
687,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
687,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
687,"(91, 62L, 2L, 64L, 1983L)",2,102465,,,,
687,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
688,"(3, 33, 0, 46)",3,11376.9,0,47448.8,20371.8,8994.9
688,"(3, 33, 0, 47)",3,0,0,0,,
688,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
688,"(1, 33, 0, 66)",1,0,0,0,,
688,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
688,"(1, 33, 0, 47)",1,0,0,0,,
688,"(2, 33, 0, 47)",2,0,0,0,,
688,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
688,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
688,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
688,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
688,"(91, 62L, 2L, 64L, 1983L)",2,90239.5,,,,
688,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
689,"(3, 33, 0, 46)",3,0,11376.9,34328.3,20371.8,8994.9
689,"(3, 33, 0, 47)",3,0,4663.36,0,,
689,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
689,"(1, 33, 0, 66)",1,0,0,0,,
689,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
689,"(1, 33, 0, 47)",1,0,0,0,,
689,"(2, 33, 0, 47)",2,0,0,0,,
689,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
689,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
689,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
689,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
689,"(91, 62L, 2L, 64L, 1983L)",2,90337,,,,
689,"(91, 62L, 3L, 64L, 1983L)",3,269781,,,,
690,"(3, 33, 0, 46)",3,0,11376.9,44193.3,20371.8,8994.9
690,"(3, 33, 0, 47)",3,0,4663.36,4043.64,,
690,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
690,"(1, 33, 0, 66)",1,0,0,0,,
690,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
690,"(1, 33, 0, 47)",1,0,0,0,,
690,"(2, 33, 0, 47)",2,0,0,0,,
690,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
690,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
690,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
690,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
690,"(91, 62L, 2L, 64L, 1983L)",2,101959,,,,
690,"(91, 62L, 3L, 64L, 1983L)",3,242729,,,,
691,"(3, 33, 0, 46)",3,0,11376.9,54058.3,20371.8,8994.9
691,"(3, 33, 0, 47)",3,0,4663.36,8087.29,,
691,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
691,"(1, 33, 0, 66)",1,0,0,0,,
691,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
691,"(1, 33, 0, 47)",1,0,0,0,,
691,"(2, 33, 0, 47)",2,0,0,0,,
691,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
691,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
691,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
691,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
691,"(91, 62L, 2L, 64L, 1983L)",2,121906,,,,
691,"(91, 62L, 3L, 64L, 1983L)",3,257438,,,,
692,"(3, 33, 0, 46)",3,11376.9,0,63923.4,20371.8,8994.9
692,"(3, 33, 0, 47)",3,4663.36,0,12130.9,,
692,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
692,"(1, 33, 0, 66)",1,0,0,0,,
692,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
692,"(1, 33, 0, 47)",1,0,0,0,,
692,"(2, 33, 0, 47)",2,0,0,0,,
692,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
692,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
692,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
692,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
692,"(91, 62L, 2L, 64L, 1983L)",2,116231,,,,
692,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
693,"(3, 33, 0, 46)",3,11376.9,0,50802.9,20371.8,8994.9
693,"(3, 33, 0, 47)",3,4663.36,0,6752.88,,
693,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
693,"(1, 33, 0, 66)",1,0,0,0,,
693,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
693,"(1, 33, 0, 47)",1,0,0,0,,
693,"(2, 33, 0, 47)",2,0,0,0,,
693,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
693,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
693,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
693,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
693,"(91, 62L, 2L, 64L, 1983L)",2,109974,,,,
693,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
694,"(3, 33, 0, 46)",3,11376.9,0,37682.4,20371.8,8994.9
694,"(3, 33, 0, 47)",3,1192.14,0,1374.84,,
694,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
694,"(1, 33, 0, 66)",1,0,0,0,,
694,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
694,"(1, 33, 0, 47)",1,0,0,0,,
694,"(2, 33, 0, 47)",2,0,0,0,,
694,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
694,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
694,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
694,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
694,"(91, 62L, 2L, 64L, 1983L)",2,97243.1,,,,
694,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
695,"(3, 33, 0, 46)",3,11376.9,0,24561.9,20371.8,8994.9
695,"(3, 33, 0, 47)",3,0,0,0,,
695,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
695,"(1, 33, 0, 66)",1,0,0,0,,
695,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
695,"(1, 33, 0, 47)",1,0,0,0,,
695,"(2, 33, 0, 47)",2,0,0,0,,
695,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
695,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
695,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
695,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
695,"(91, 62L, 2L, 64L, 1983L)",2,84796.3,,,,
695,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
696,"(3, 33, 0, 46)",3,0,8832.78,11441.4,20371.8,8994.9
696,"(3, 33, 0, 47)",3,0,0,0,,
696,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
696,"(1, 33, 0, 66)",1,0,0,0,,
696,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
696,"(1, 33, 0, 47)",1,0,0,0,,
696,"(2, 33, 0, 47)",2,0,0,0,,
696,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
696,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
696,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
696,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
696,"(91, 62L, 2L, 64L, 1983L)",2,67935.3,,,,
696,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
697,"(3, 33, 0, 46)",3,0,11376.9,19100.4,20371.8,8994.9
697,"(3, 33, 0, 47)",3,0,0,0,,
697,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
697,"(1, 33, 0, 66)",1,0,0,0,,
697,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
697,"(1, 33, 0, 47)",1,0,0,0,,
697,"(2, 33, 0, 47)",2,0,0,0,,
697,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
697,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
697,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
697,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
697,"(91, 62L, 2L, 64L, 1983L)",2,68956,,,,
697,"(91, 62L, 3L, 64L, 1983L)",3,238172,,,,
698,"(3, 33, 0, 46)",3,0,11376.9,28965.4,20371.8,8994.9
698,"(3, 33, 0, 47)",3,0,0,0,,
698,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
698,"(1, 33, 0, 66)",1,0,0,0,,
698,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
698,"(1, 33, 0, 47)",1,0,0,0,,
698,"(2, 33, 0, 47)",2,0,0,0,,
698,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
698,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
698,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
698,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
698,"(91, 62L, 2L, 64L, 1983L)",2,61736.8,,,,
698,"(91, 62L, 3L, 64L, 1983L)",3,205113,,,,
699,"(3, 33, 0, 46)",3,0,11376.9,38830.5,20371.8,8994.9
699,"(3, 33, 0, 47)",3,0,0,0,,
699,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
699,"(1, 33, 0, 66)",1,0,0,0,,
699,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
699,"(1, 33, 0, 47)",1,0,0,0,,
699,"(2, 33, 0, 47)",2,0,0,0,,
699,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
699,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
699,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
699,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
699,"(91, 62L, 2L, 64L, 1983L)",2,54507,,,,
699,"(91, 62L, 3L, 64L, 1983L)",3,204334,,,,
700,"(3, 33, 0, 46)",3,0,11376.9,48695.5,20371.8,8994.9
700,"(3, 33, 0, 47)",3,0,0,0,,
700,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
700,"(1, 33, 0, 66)",1,0,0,0,,
700,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
700,"(1, 33, 0, 47)",1,0,0,0,,
700,"(2, 33, 0, 47)",2,0,0,0,,
700,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
700,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
700,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
700,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
700,"(91, 62L, 2L, 64L, 1983L)",2,49962.7,,,,
700,"(91, 62L, 3L, 64L, 1983L)",3,182644,,,,
701,"(3, 33, 0, 46)",3,0,11376.9,58560.5,20371.8,8994.9
701,"(3, 33, 0, 47)",3,0,0,0,,
701,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
701,"(1, 33, 0, 66)",1,0,0,0,,
701,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
701,"(1, 33, 0, 47)",1,0,0,0,,
701,"(2, 33, 0, 47)",2,0,0,0,,
701,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
701,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
701,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
701,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
701,"(91, 62L, 2L, 64L, 1983L)",2,50829.3,,,,
701,"(91, 62L, 3L, 64L, 1983L)",3,165679,,,,
702,"(3, 33, 0, 46)",3,0,11376.9,68425.5,20371.8,8994.9
702,"(3, 33, 0, 47)",3,0,2858.75,0,,
702,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
702,"(1, 33, 0, 66)",1,0,0,0,,
702,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
702,"(1, 33, 0, 47)",1,0,0,0,,
702,"(2, 33, 0, 47)",2,0,0,0,,
702,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
702,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
702,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
702,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
702,"(91, 62L, 2L, 64L, 1983L)",2,54994.8,,,,
702,"(91, 62L, 3L, 64L, 1983L)",3,158777,,,,
703,"(3, 33, 0, 46)",3,0,11376.9,78290.6,20371.8,8994.9
703,"(3, 33, 0, 47)",3,0,4663.36,2478.85,,
703,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
703,"(1, 33, 0, 66)",1,0,0,0,,
703,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
703,"(1, 33, 0, 47)",1,0,0,0,,
703,"(2, 33, 0, 47)",2,0,0,0,,
703,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
703,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
703,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
703,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
703,"(91, 62L, 2L, 64L, 1983L)",2,62890.1,,,,
703,"(91, 62L, 3L, 64L, 1983L)",3,163123,,,,
704,"(3, 33, 0, 46)",3,0,11376.9,88155.6,20371.8,8994.9
704,"(3, 33, 0, 47)",3,0,4663.36,6522.5,,
704,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
704,"(1, 33, 0, 66)",1,0,0,0,,
704,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
704,"(1, 33, 0, 47)",1,0,0,0,,
704,"(2, 33, 0, 47)",2,0,0,0,,
704,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
704,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
704,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
704,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
704,"(91, 62L, 2L, 64L, 1983L)",2,77732.9,,,,
704,"(91, 62L, 3L, 64L, 1983L)",3,174304,,,,
705,"(3, 33, 0, 46)",3,0,11376.9,98020.6,20371.8,8994.9
705,"(3, 33, 0, 47)",3,0,4663.36,10566.1,,
705,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
705,"(1, 33, 0, 66)",1,0,0,0,,
705,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
705,"(1, 33, 0, 47)",1,0,0,0,,
705,"(2, 33, 0, 47)",2,0,0,0,,
705,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
705,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
705,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
705,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
705,"(91, 62L, 2L, 64L, 1983L)",2,102836,,,,
705,"(91, 62L, 3L, 64L, 1983L)",3,196290,,,,
706,"(3, 33, 0, 46)",3,0,11376.9,107886,20371.8,8994.9
706,"(3, 33, 0, 47)",3,0,4663.36,14609.8,,
706,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
706,"(1, 33, 0, 66)",1,0,0,0,,
706,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
706,"(1, 33, 0, 47)",1,0,0,0,,
706,"(2, 33, 0, 47)",2,0,0,0,,
706,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
706,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
706,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
706,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
706,"(91, 62L, 2L, 64L, 1983L)",2,121297,,,,
706,"(91, 62L, 3L, 64L, 1983L)",3,239655,,,,
707,"(3, 33, 0, 46)",3,5142.49,0,117751,20371.8,8994.9
707,"(3, 33, 0, 47)",3,0,0,18653.4,,
707,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
707,"(1, 33, 0, 66)",1,0,0,0,,
707,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
707,"(1, 33, 0, 47)",1,0,0,0,,
707,"(2, 33, 0, 47)",2,0,0,0,,
707,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
707,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
707,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
707,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
707,"(91, 62L, 2L, 64L, 1983L)",2,126598,,,,
707,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
708,"(3, 33, 0, 46)",3,11376.9,0,111820,20371.8,8994.9
708,"(3, 33, 0, 47)",3,4663.36,0,18653.4,,
708,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
708,"(1, 33, 0, 66)",1,0,0,0,,
708,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
708,"(1, 33, 0, 47)",1,0,0,0,,
708,"(2, 33, 0, 47)",2,0,0,0,,
708,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
708,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
708,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
708,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
708,"(91, 62L, 2L, 64L, 1983L)",2,123235,,,,
708,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
709,"(3, 33, 0, 46)",3,11376.9,0,98699.6,20371.8,8994.9
709,"(3, 33, 0, 47)",3,4663.36,0,13275.4,,
709,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
709,"(1, 33, 0, 66)",1,0,0,0,,
709,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
709,"(1, 33, 0, 47)",1,0,0,0,,
709,"(2, 33, 0, 47)",2,0,0,0,,
709,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
709,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
709,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
709,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
709,"(91, 62L, 2L, 64L, 1983L)",2,121811,,,,
709,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
710,"(3, 33, 0, 46)",3,11376.9,0,85579.1,20371.8,8994.9
710,"(3, 33, 0, 47)",3,4663.36,0,7897.34,,
710,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
710,"(1, 33, 0, 66)",1,0,0,0,,
710,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
710,"(1, 33, 0, 47)",1,0,0,0,,
710,"(2, 33, 0, 47)",2,0,0,0,,
710,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
710,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
710,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
710,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
710,"(91, 62L, 2L, 64L, 1983L)",2,116353,,,,
710,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
711,"(3, 33, 0, 46)",3,11376.9,0,72458.6,20371.8,8994.9
711,"(3, 33, 0, 47)",3,2184.5,0,2519.29,,
711,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
711,"(1, 33, 0, 66)",1,0,0,0,,
711,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
711,"(1, 33, 0, 47)",1,0,0,0,,
711,"(2, 33, 0, 47)",2,0,0,0,,
711,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
711,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
711,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
711,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
711,"(91, 62L, 2L, 64L, 1983L)",2,106293,,,,
711,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
712,"(3, 33, 0, 46)",3,11376.9,0,59338.1,20371.8,8994.9
712,"(3, 33, 0, 47)",3,0,0,0,,
712,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
712,"(1, 33, 0, 66)",1,0,0,0,,
712,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
712,"(1, 33, 0, 47)",1,0,0,0,,
712,"(2, 33, 0, 47)",2,0,0,0,,
712,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
712,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
712,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
712,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
712,"(91, 62L, 2L, 64L, 1983L)",2,94053,,,,
712,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
713,"(3, 33, 0, 46)",3,0,3014.89,46217.6,20371.8,8994.9
713,"(3, 33, 0, 47)",3,0,4663.36,0,,
713,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
713,"(1, 33, 0, 66)",1,0,0,0,,
713,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
713,"(1, 33, 0, 47)",1,0,0,0,,
713,"(2, 33, 0, 47)",2,0,0,0,,
713,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
713,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
713,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
713,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
713,"(91, 62L, 2L, 64L, 1983L)",2,93613.5,,,,
713,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
714,"(3, 33, 0, 46)",3,0,11376.9,48831.9,20371.8,8994.9
714,"(3, 33, 0, 47)",3,0,4663.36,4043.64,,
714,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
714,"(1, 33, 0, 66)",1,0,0,0,,
714,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
714,"(1, 33, 0, 47)",1,0,0,0,,
714,"(2, 33, 0, 47)",2,0,0,0,,
714,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
714,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
714,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
714,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
714,"(91, 62L, 2L, 64L, 1983L)",2,104942,,,,
714,"(91, 62L, 3L, 64L, 1983L)",3,257798,,,,
715,"(3, 33, 0, 46)",3,0,11376.9,58696.9,20371.8,8994.9
715,"(3, 33, 0, 47)",3,0,4663.36,8087.29,,
715,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
715,"(1, 33, 0, 66)",1,0,0,0,,
715,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
715,"(1, 33, 0, 47)",1,0,0,0,,
715,"(2, 33, 0, 47)",2,0,0,0,,
715,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
715,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
715,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
715,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
715,"(91, 62L, 2L, 64L, 1983L)",2,125038,,,,
715,"(91, 62L, 3L, 64L, 1983L)",3,266019,,,,
716,"(3, 33, 0, 46)",3,11376.9,0,68561.9,20371.8,8994.9
716,"(3, 33, 0, 47)",3,4663.36,0,12130.9,,
716,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
716,"(1, 33, 0, 66)",1,0,0,0,,
716,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
716,"(1, 33, 0, 47)",1,0,0,0,,
716,"(2, 33, 0, 47)",2,0,0,0,,
716,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
716,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
716,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
716,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
716,"(91, 62L, 2L, 64L, 1983L)",2,119164,,,,
716,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
717,"(3, 33, 0, 46)",3,11376.9,0,55441.4,20371.8,8994.9
717,"(3, 33, 0, 47)",3,4663.36,0,6752.88,,
717,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
717,"(1, 33, 0, 66)",1,0,0,0,,
717,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
717,"(1, 33, 0, 47)",1,0,0,0,,
