timepoint,technology,region,power,charging,state_of_charge,goal_state_of_charge_start,goal_state_of_charge_end
121,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
121,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
121,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
121,"(91, 62L, 2L, 64L, 1983L)",2,51874.8,,,,
121,"(91, 62L, 3L, 64L, 1983L)",3,218289,,,,
122,"(3, 33, 0, 46)",3,0,11376.9,58462.9,20371.8,8994.9
122,"(3, 33, 0, 47)",3,0,0,0,,
122,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
122,"(1, 33, 0, 66)",1,0,0,0,,
122,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
122,"(1, 33, 0, 47)",1,0,0,0,,
122,"(2, 33, 0, 47)",2,0,0,0,,
122,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
122,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
122,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
122,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
122,"(91, 62L, 2L, 64L, 1983L)",2,42229.4,,,,
122,"(91, 62L, 3L, 64L, 1983L)",3,183354,,,,
123,"(3, 33, 0, 46)",3,0,11376.9,68327.9,20371.8,8994.9
123,"(3, 33, 0, 47)",3,0,0,0,,
123,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
123,"(1, 33, 0, 66)",1,0,0,0,,
123,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
123,"(1, 33, 0, 47)",1,0,0,0,,
123,"(2, 33, 0, 47)",2,0,0,0,,
123,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
123,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
123,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
123,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
123,"(91, 62L, 2L, 64L, 1983L)",2,40102.6,,,,
123,"(91, 62L, 3L, 64L, 1983L)",3,175862,,,,
124,"(3, 33, 0, 46)",3,0,11376.9,78192.9,20371.8,8994.9
124,"(3, 33, 0, 47)",3,0,0,0,,
124,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
124,"(1, 33, 0, 66)",1,0,0,0,,
124,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
124,"(1, 33, 0, 47)",1,0,0,0,,
124,"(2, 33, 0, 47)",2,0,0,0,,
124,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
124,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
124,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
124,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
124,"(91, 62L, 2L, 64L, 1983L)",2,36308.8,,,,
124,"(91, 62L, 3L, 64L, 1983L)",3,158871,,,,
125,"(3, 33, 0, 46)",3,0,11376.9,88057.9,20371.8,8994.9
125,"(3, 33, 0, 47)",3,0,2858.75,0,,
125,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
125,"(1, 33, 0, 66)",1,0,0,0,,
125,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
125,"(1, 33, 0, 47)",1,0,0,0,,
125,"(2, 33, 0, 47)",2,0,0,0,,
125,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
125,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
125,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
125,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
125,"(91, 62L, 2L, 64L, 1983L)",2,37776.1,,,,
125,"(91, 62L, 3L, 64L, 1983L)",3,156534,,,,
126,"(3, 33, 0, 46)",3,0,11376.9,97923,20371.8,8994.9
126,"(3, 33, 0, 47)",3,0,4663.36,2478.85,,
126,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
126,"(1, 33, 0, 66)",1,0,0,0,,
126,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
126,"(1, 33, 0, 47)",1,0,0,0,,
126,"(2, 33, 0, 47)",2,0,0,0,,
126,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
126,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
126,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
126,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
126,"(91, 62L, 2L, 64L, 1983L)",2,48279.2,,,,
126,"(91, 62L, 3L, 64L, 1983L)",3,152071,,,,
127,"(3, 33, 0, 46)",3,0,11376.9,107788,20371.8,8994.9
127,"(3, 33, 0, 47)",3,0,4663.36,6522.5,,
127,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
127,"(1, 33, 0, 66)",1,0,0,0,,
127,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
127,"(1, 33, 0, 47)",1,0,0,0,,
127,"(2, 33, 0, 47)",2,0,0,0,,
127,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
127,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
127,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
127,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
127,"(91, 62L, 2L, 64L, 1983L)",2,64979.2,,,,
127,"(91, 62L, 3L, 64L, 1983L)",3,159153,,,,
128,"(3, 33, 0, 46)",3,0,11376.9,117653,20371.8,8994.9
128,"(3, 33, 0, 47)",3,0,4663.36,10566.1,,
128,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
128,"(1, 33, 0, 66)",1,0,0,0,,
128,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
128,"(1, 33, 0, 47)",1,0,0,0,,
128,"(2, 33, 0, 47)",2,0,0,0,,
128,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
128,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
128,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
128,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
128,"(91, 62L, 2L, 64L, 1983L)",2,97252.4,,,,
128,"(91, 62L, 3L, 64L, 1983L)",3,185461,,,,
129,"(3, 33, 0, 46)",3,0,11376.9,127518,20371.8,8994.9
129,"(3, 33, 0, 47)",3,0,4663.36,14609.8,,
129,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
129,"(1, 33, 0, 66)",1,0,0,0,,
129,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
129,"(1, 33, 0, 47)",1,0,0,0,,
129,"(2, 33, 0, 47)",2,0,0,0,,
129,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
129,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
129,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
129,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
129,"(91, 62L, 2L, 64L, 1983L)",2,119485,,,,
129,"(91, 62L, 3L, 64L, 1983L)",3,231371,,,,
130,"(3, 33, 0, 46)",3,11376.9,0,137383,20371.8,8994.9
130,"(3, 33, 0, 47)",3,1188.21,0,18653.4,,
130,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
130,"(1, 33, 0, 66)",1,0,0,0,,
130,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
130,"(1, 33, 0, 47)",1,0,0,0,,
130,"(2, 33, 0, 47)",2,0,0,0,,
130,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
130,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
130,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
130,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
130,"(91, 62L, 2L, 64L, 1983L)",2,115516,,,,
130,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
131,"(3, 33, 0, 46)",3,11376.9,0,124263,20371.8,8994.9
131,"(3, 33, 0, 47)",3,4663.36,0,17283.1,,
131,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
131,"(1, 33, 0, 66)",1,0,0,0,,
131,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
131,"(1, 33, 0, 47)",1,0,0,0,,
131,"(2, 33, 0, 47)",2,0,0,0,,
131,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
131,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
131,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
131,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
131,"(91, 62L, 2L, 64L, 1983L)",2,98277,,,,
131,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
132,"(3, 33, 0, 46)",3,11376.9,0,111142,20371.8,8994.9
132,"(3, 33, 0, 47)",3,4663.36,0,11905.1,,
132,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
132,"(1, 33, 0, 66)",1,0,0,0,,
132,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
132,"(1, 33, 0, 47)",1,0,0,0,,
132,"(2, 33, 0, 47)",2,0,0,0,,
132,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
132,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
132,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
132,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
132,"(91, 62L, 2L, 64L, 1983L)",2,104403,,,,
132,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
133,"(3, 33, 0, 46)",3,11376.9,0,98021.6,20371.8,8994.9
133,"(3, 33, 0, 47)",3,3064.01,0,6527.03,,
133,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
133,"(1, 33, 0, 66)",1,0,0,0,,
133,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
133,"(1, 33, 0, 47)",1,0,0,0,,
133,"(2, 33, 0, 47)",2,0,0,0,,
133,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
133,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
133,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
133,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
133,"(91, 62L, 2L, 64L, 1983L)",2,108760,,,,
133,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
134,"(3, 33, 0, 46)",3,11376.9,0,84901.1,20371.8,8994.9
134,"(3, 33, 0, 47)",3,0,0,2993.44,,
134,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
134,"(1, 33, 0, 66)",1,0,0,0,,
134,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
134,"(1, 33, 0, 47)",1,0,0,0,,
134,"(2, 33, 0, 47)",2,0,0,0,,
134,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
134,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
134,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
134,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
134,"(91, 62L, 2L, 64L, 1983L)",2,104348,,,,
134,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
135,"(3, 33, 0, 46)",3,11376.9,0,71780.6,20371.8,8994.9
135,"(3, 33, 0, 47)",3,0,0,2993.44,,
135,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
135,"(1, 33, 0, 66)",1,0,0,0,,
135,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
135,"(1, 33, 0, 47)",1,0,0,0,,
135,"(2, 33, 0, 47)",2,0,0,0,,
135,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
135,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
135,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
135,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
135,"(91, 62L, 2L, 64L, 1983L)",2,91666.1,,,,
135,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
136,"(3, 33, 0, 46)",3,11376.9,0,58660.2,20371.8,8994.9
136,"(3, 33, 0, 47)",3,0,0,2993.44,,
136,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
136,"(1, 33, 0, 66)",1,0,0,0,,
136,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
136,"(1, 33, 0, 47)",1,0,0,0,,
136,"(2, 33, 0, 47)",2,0,0,0,,
136,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
136,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
136,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
136,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
136,"(91, 62L, 2L, 64L, 1983L)",2,89088.1,,,,
136,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
137,"(3, 33, 0, 46)",3,0,11376.9,45539.7,20371.8,8994.9
137,"(3, 33, 0, 47)",3,0,4663.36,2993.44,,
137,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
137,"(1, 33, 0, 66)",1,0,0,0,,
137,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
137,"(1, 33, 0, 47)",1,0,0,0,,
137,"(2, 33, 0, 47)",2,0,0,0,,
137,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
137,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
137,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
137,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
137,"(91, 62L, 2L, 64L, 1983L)",2,87870,,,,
137,"(91, 62L, 3L, 64L, 1983L)",3,271653,,,,
138,"(3, 33, 0, 46)",3,0,11376.9,55404.7,20371.8,8994.9
138,"(3, 33, 0, 47)",3,0,4663.36,7037.08,,
138,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
138,"(1, 33, 0, 66)",1,0,0,0,,
138,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
138,"(1, 33, 0, 47)",1,0,0,0,,
138,"(2, 33, 0, 47)",2,0,0,0,,
138,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
138,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
138,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
138,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
138,"(91, 62L, 2L, 64L, 1983L)",2,98227.4,,,,
138,"(91, 62L, 3L, 64L, 1983L)",3,260635,,,,
139,"(3, 33, 0, 46)",3,0,11376.9,65269.7,20371.8,8994.9
139,"(3, 33, 0, 47)",3,0,4663.36,11080.7,,
139,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
139,"(1, 33, 0, 66)",1,0,0,0,,
139,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
139,"(1, 33, 0, 47)",1,0,0,0,,
139,"(2, 33, 0, 47)",2,0,0,0,,
139,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
139,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
139,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
139,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
139,"(91, 62L, 2L, 64L, 1983L)",2,116675,,,,
139,"(91, 62L, 3L, 64L, 1983L)",3,264226,,,,
140,"(3, 33, 0, 46)",3,9360,0,75134.7,20371.8,8994.9
140,"(3, 33, 0, 47)",3,0,0,15124.4,,
140,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
140,"(1, 33, 0, 66)",1,0,0,0,,
140,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
140,"(1, 33, 0, 47)",1,0,0,0,,
140,"(2, 33, 0, 47)",2,0,0,0,,
140,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
140,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
140,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
140,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
140,"(91, 62L, 2L, 64L, 1983L)",2,120969,,,,
140,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
141,"(3, 33, 0, 46)",3,11376.9,0,64340.3,20371.8,8994.9
141,"(3, 33, 0, 47)",3,4663.36,0,15124.4,,
141,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
141,"(1, 33, 0, 66)",1,0,0,0,,
141,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
141,"(1, 33, 0, 47)",1,0,0,0,,
141,"(2, 33, 0, 47)",2,0,0,0,,
141,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
141,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
141,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
141,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
141,"(91, 62L, 2L, 64L, 1983L)",2,107479,,,,
141,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
142,"(3, 33, 0, 46)",3,11376.9,0,51219.8,20371.8,8994.9
142,"(3, 33, 0, 47)",3,4372.41,0,9746.32,,
142,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
142,"(1, 33, 0, 66)",1,0,0,0,,
142,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
142,"(1, 33, 0, 47)",1,0,0,0,,
142,"(2, 33, 0, 47)",2,0,0,0,,
142,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
142,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
142,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
142,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
142,"(91, 62L, 2L, 64L, 1983L)",2,96236.2,,,,
142,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
143,"(3, 33, 0, 46)",3,11376.9,0,38099.3,20371.8,8994.9
143,"(3, 33, 0, 47)",3,4078.72,0,4703.81,,
143,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
143,"(1, 33, 0, 66)",1,0,0,0,,
143,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
143,"(1, 33, 0, 47)",1,0,0,0,,
143,"(2, 33, 0, 47)",2,0,0,0,,
143,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
143,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
143,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
143,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
143,"(91, 62L, 2L, 64L, 1983L)",2,82209.9,,,,
143,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
144,"(3, 33, 0, 46)",3,0,11376.9,24978.8,20371.8,8994.9
144,"(3, 33, 0, 47)",3,0,0,0,,
144,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
144,"(1, 33, 0, 66)",1,0,0,0,,
144,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
144,"(1, 33, 0, 47)",1,0,0,0,,
144,"(2, 33, 0, 47)",2,0,0,0,,
144,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
144,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
144,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
144,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
144,"(91, 62L, 2L, 64L, 1983L)",2,65340,,,,
144,"(91, 62L, 3L, 64L, 1983L)",3,259136,,,,
145,"(3, 33, 0, 46)",3,0,11376.9,34843.8,20371.8,8994.9
145,"(3, 33, 0, 47)",3,0,0,0,,
145,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
145,"(1, 33, 0, 66)",1,0,0,0,,
145,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
145,"(1, 33, 0, 47)",1,0,0,0,,
145,"(2, 33, 0, 47)",2,0,0,0,,
145,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
145,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
145,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
145,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
145,"(91, 62L, 2L, 64L, 1983L)",2,60287.6,,,,
145,"(91, 62L, 3L, 64L, 1983L)",3,214898,,,,
146,"(3, 33, 0, 46)",3,0,11376.9,44708.9,20371.8,8994.9
146,"(3, 33, 0, 47)",3,0,0,0,,
146,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
146,"(1, 33, 0, 66)",1,0,0,0,,
146,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
146,"(1, 33, 0, 47)",1,0,0,0,,
146,"(2, 33, 0, 47)",2,0,0,0,,
146,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
146,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
146,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
146,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
146,"(91, 62L, 2L, 64L, 1983L)",2,52399.7,,,,
146,"(91, 62L, 3L, 64L, 1983L)",3,178396,,,,
147,"(3, 33, 0, 46)",3,0,11376.9,54573.9,20371.8,8994.9
147,"(3, 33, 0, 47)",3,0,0,0,,
147,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
147,"(1, 33, 0, 66)",1,0,0,0,,
147,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
147,"(1, 33, 0, 47)",1,0,0,0,,
147,"(2, 33, 0, 47)",2,0,0,0,,
147,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
147,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
147,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
147,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
147,"(91, 62L, 2L, 64L, 1983L)",2,50419.2,,,,
147,"(91, 62L, 3L, 64L, 1983L)",3,169641,,,,
148,"(3, 33, 0, 46)",3,0,11376.9,64438.9,20371.8,8994.9
148,"(3, 33, 0, 47)",3,0,0,0,,
148,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
148,"(1, 33, 0, 66)",1,0,0,0,,
148,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
148,"(1, 33, 0, 47)",1,0,0,0,,
148,"(2, 33, 0, 47)",2,0,0,0,,
148,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
148,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
148,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
148,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
148,"(91, 62L, 2L, 64L, 1983L)",2,46279.3,,,,
148,"(91, 62L, 3L, 64L, 1983L)",3,150918,,,,
149,"(3, 33, 0, 46)",3,0,11376.9,74303.9,20371.8,8994.9
149,"(3, 33, 0, 47)",3,0,2858.75,0,,
149,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
149,"(1, 33, 0, 66)",1,0,0,0,,
149,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
149,"(1, 33, 0, 47)",1,0,0,0,,
149,"(2, 33, 0, 47)",2,0,0,0,,
149,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
149,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
149,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
149,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
149,"(91, 62L, 2L, 64L, 1983L)",2,49111.9,,,,
149,"(91, 62L, 3L, 64L, 1983L)",3,146670,,,,
150,"(3, 33, 0, 46)",3,0,11376.9,84169,20371.8,8994.9
150,"(3, 33, 0, 47)",3,0,4663.36,2478.85,,
150,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
150,"(1, 33, 0, 66)",1,0,0,0,,
150,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
150,"(1, 33, 0, 47)",1,0,0,0,,
150,"(2, 33, 0, 47)",2,0,0,0,,
150,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
150,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
150,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
150,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
150,"(91, 62L, 2L, 64L, 1983L)",2,60015.5,,,,
150,"(91, 62L, 3L, 64L, 1983L)",3,143196,,,,
151,"(3, 33, 0, 46)",3,0,11376.9,94034,20371.8,8994.9
151,"(3, 33, 0, 47)",3,0,4663.36,6522.5,,
151,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
151,"(1, 33, 0, 66)",1,0,0,0,,
151,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
151,"(1, 33, 0, 47)",1,0,0,0,,
151,"(2, 33, 0, 47)",2,0,0,0,,
151,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
151,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
151,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
151,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
151,"(91, 62L, 2L, 64L, 1983L)",2,75995.9,,,,
151,"(91, 62L, 3L, 64L, 1983L)",3,153962,,,,
152,"(3, 33, 0, 46)",3,0,11376.9,103899,20371.8,8994.9
152,"(3, 33, 0, 47)",3,0,4663.36,10566.1,,
152,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
152,"(1, 33, 0, 66)",1,0,0,0,,
152,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
152,"(1, 33, 0, 47)",1,0,0,0,,
152,"(2, 33, 0, 47)",2,0,0,0,,
152,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
152,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
152,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
152,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
152,"(91, 62L, 2L, 64L, 1983L)",2,108746,,,,
152,"(91, 62L, 3L, 64L, 1983L)",3,183555,,,,
153,"(3, 33, 0, 46)",3,0,11376.9,113764,20371.8,8994.9
153,"(3, 33, 0, 47)",3,0,4663.36,14609.8,,
153,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
153,"(1, 33, 0, 66)",1,0,0,0,,
153,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
153,"(1, 33, 0, 47)",1,0,0,0,,
153,"(2, 33, 0, 47)",2,0,0,0,,
153,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
153,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
153,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
153,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
153,"(91, 62L, 2L, 64L, 1983L)",2,130735,,,,
153,"(91, 62L, 3L, 64L, 1983L)",3,233921,,,,
154,"(3, 33, 0, 46)",3,11376.9,0,123629,20371.8,8994.9
