parent,gau,demand_sector,resource_bin,year,value,id,sensitivity
distribution - capital,new england,,,2049,1.303,3852,
distribution - capital,new england,,,2050,1.303,3853,
distribution - capital,middle atlantic,,,2015,2.057,3854,
distribution - capital,middle atlantic,,,2016,2.057,3855,
distribution - capital,middle atlantic,,,2017,2.057,3856,
distribution - capital,middle atlantic,,,2018,2.057,3857,
distribution - capital,middle atlantic,,,2019,2.057,3858,
distribution - capital,middle atlantic,,,2020,2.057,3859,
distribution - capital,middle atlantic,,,2021,2.057,3860,
distribution - capital,middle atlantic,,,2022,2.057,3861,
distribution - capital,middle atlantic,,,2023,2.057,3862,
distribution - capital,middle atlantic,,,2024,2.057,3863,
distribution - capital,middle atlantic,,,2025,2.057,3864,
distribution - capital,middle atlantic,,,2026,2.057,3865,
distribution - capital,middle atlantic,,,2027,2.057,3866,
distribution - capital,middle atlantic,,,2028,2.057,3867,
distribution - capital,middle atlantic,,,2029,2.057,3868,
distribution - capital,middle atlantic,,,2030,2.057,3869,
distribution - capital,middle atlantic,,,2031,2.057,3870,
distribution - capital,middle atlantic,,,2032,2.057,3871,
distribution - capital,middle atlantic,,,2033,2.057,3872,
distribution - capital,middle atlantic,,,2034,2.057,3873,
distribution - capital,middle atlantic,,,2035,2.057,3874,
distribution - capital,middle atlantic,,,2036,2.057,3875,
distribution - capital,middle atlantic,,,2037,2.057,3876,
distribution - capital,middle atlantic,,,2038,2.057,3877,
distribution - capital,middle atlantic,,,2039,2.057,3878,
distribution - capital,middle atlantic,,,2040,2.057,3879,
distribution - capital,middle atlantic,,,2041,2.057,3880,
distribution - capital,middle atlantic,,,2042,2.057,3881,
distribution - capital,middle atlantic,,,2043,2.057,3882,
distribution - capital,middle atlantic,,,2044,2.057,3883,
distribution - capital,middle atlantic,,,2045,2.057,3884,
distribution - capital,middle atlantic,,,2046,2.057,3885,
distribution - capital,middle atlantic,,,2047,2.057,3886,
distribution - capital,middle atlantic,,,2048,2.057,3887,
distribution - capital,middle atlantic,,,2049,2.057,3888,
distribution - capital,middle atlantic,,,2050,2.057,3889,
distribution - capital,east north central,,,2015,2.373,3890,
distribution - capital,east north central,,,2016,2.373,3891,
distribution - capital,east north central,,,2017,2.373,3892,
distribution - capital,east north central,,,2018,2.373,3893,
distribution - capital,east north central,,,2019,2.373,3894,
distribution - capital,east north central,,,2020,2.373,3895,
distribution - capital,east north central,,,2021,2.373,3896,
distribution - capital,east north central,,,2022,2.373,3897,
distribution - capital,east north central,,,2023,2.373,3898,
distribution - capital,east north central,,,2024,2.373,3899,
distribution - capital,east north central,,,2025,2.373,3900,
distribution - capital,east north central,,,2026,2.373,3901,
distribution - capital,east north central,,,2027,2.373,3902,
distribution - capital,east north central,,,2028,2.373,3903,
distribution - capital,east north central,,,2029,2.373,3904,
distribution - capital,east north central,,,2030,2.373,3905,
distribution - capital,east north central,,,2031,2.373,3906,
distribution - capital,east north central,,,2032,2.373,3907,
distribution - capital,east north central,,,2033,2.373,3908,
distribution - capital,east north central,,,2034,2.373,3909,
distribution - capital,east north central,,,2035,2.373,3910,
distribution - capital,east north central,,,2036,2.373,3911,
distribution - capital,east north central,,,2037,2.373,3912,
distribution - capital,east north central,,,2038,2.373,3913,
distribution - capital,east north central,,,2039,2.373,3914,
distribution - capital,east north central,,,2040,2.373,3915,
distribution - capital,east north central,,,2041,2.373,3916,
distribution - capital,east north central,,,2042,2.373,3917,
distribution - capital,east north central,,,2043,2.373,3918,
distribution - capital,east north central,,,2044,2.373,3919,
distribution - capital,east north central,,,2045,2.373,3920,
distribution - capital,east north central,,,2046,2.373,3921,
distribution - capital,east north central,,,2047,2.373,3922,
distribution - capital,east north central,,,2048,2.373,3923,
distribution - capital,east north central,,,2049,2.373,3924,
distribution - capital,east north central,,,2050,2.373,3925,
distribution - capital,west north central,,,2015,2.392,3926,
distribution - capital,west north central,,,2016,2.392,3927,
distribution - capital,west north central,,,2017,2.392,3928,
distribution - capital,west north central,,,2018,2.392,3929,
distribution - capital,west north central,,,2019,2.392,3930,
distribution - capital,west north central,,,2020,2.392,3931,
distribution - capital,west north central,,,2021,2.392,3932,
distribution - capital,west north central,,,2022,2.392,3933,
distribution - capital,west north central,,,2023,2.392,3934,
distribution - capital,west north central,,,2024,2.392,3935,
distribution - capital,west north central,,,2025,2.392,3936,
distribution - capital,west north central,,,2026,2.392,3937,
distribution - capital,west north central,,,2027,2.392,3938,
distribution - capital,west north central,,,2028,2.392,3939,
distribution - capital,west north central,,,2029,2.392,3940,
distribution - capital,west north central,,,2030,2.392,3941,
distribution - capital,west north central,,,2031,2.392,3942,
distribution - capital,west north central,,,2032,2.392,3943,
distribution - capital,west north central,,,2033,2.392,3944,
distribution - capital,west north central,,,2034,2.392,3945,
distribution - capital,west north central,,,2035,2.392,3946,
distribution - capital,west north central,,,2036,2.392,3947,
distribution - capital,west north central,,,2037,2.392,3948,
distribution - capital,west north central,,,2038,2.392,3949,
distribution - capital,west north central,,,2039,2.392,3950,
distribution - capital,west north central,,,2040,2.392,3951,
distribution - capital,west north central,,,2041,2.392,3952,
distribution - capital,west north central,,,2042,2.392,3953,
distribution - capital,west north central,,,2043,2.392,3954,
distribution - capital,west north central,,,2044,2.392,3955,
distribution - capital,west north central,,,2045,2.392,3956,
distribution - capital,west north central,,,2046,2.392,3957,
distribution - capital,west north central,,,2047,2.392,3958,
distribution - capital,west north central,,,2048,2.392,3959,
distribution - capital,west north central,,,2049,2.392,3960,
distribution - capital,west north central,,,2050,2.392,3961,
distribution - capital,south atlantic,,,2015,1.61,3962,
distribution - capital,south atlantic,,,2016,1.61,3963,
distribution - capital,south atlantic,,,2017,1.61,3964,
distribution - capital,south atlantic,,,2018,1.61,3965,
distribution - capital,south atlantic,,,2019,1.61,3966,
distribution - capital,south atlantic,,,2020,1.61,3967,
distribution - capital,south atlantic,,,2021,1.61,3968,
distribution - capital,south atlantic,,,2022,1.61,3969,
distribution - capital,south atlantic,,,2023,1.61,3970,
distribution - capital,south atlantic,,,2024,1.61,3971,
distribution - capital,south atlantic,,,2025,1.61,3972,
distribution - capital,south atlantic,,,2026,1.61,3973,
distribution - capital,south atlantic,,,2027,1.61,3974,
distribution - capital,south atlantic,,,2028,1.61,3975,
distribution - capital,south atlantic,,,2029,1.61,3976,
distribution - capital,south atlantic,,,2030,1.61,3977,
distribution - capital,south atlantic,,,2031,1.61,3978,
distribution - capital,south atlantic,,,2032,1.61,3979,
distribution - capital,south atlantic,,,2033,1.61,3980,
distribution - capital,south atlantic,,,2034,1.61,3981,
distribution - capital,south atlantic,,,2035,1.61,3982,
distribution - capital,south atlantic,,,2036,1.61,3983,
distribution - capital,south atlantic,,,2037,1.61,3984,
distribution - capital,south atlantic,,,2038,1.61,3985,
distribution - capital,south atlantic,,,2039,1.61,3986,
distribution - capital,south atlantic,,,2040,1.61,3987,
distribution - capital,south atlantic,,,2041,1.61,3988,
distribution - capital,south atlantic,,,2042,1.61,3989,
distribution - capital,south atlantic,,,2043,1.61,3990,
distribution - capital,south atlantic,,,2044,1.61,3991,
distribution - capital,south atlantic,,,2045,1.61,3992,
distribution - capital,south atlantic,,,2046,1.61,3993,
distribution - capital,south atlantic,,,2047,1.61,3994,
distribution - capital,south atlantic,,,2048,1.61,3995,
distribution - capital,south atlantic,,,2049,1.61,3996,
distribution - capital,south atlantic,,,2050,1.61,3997,
distribution - capital,east south central,,,2015,2.485,3998,
distribution - capital,east south central,,,2016,2.485,3999,
distribution - capital,east south central,,,2017,2.485,4000,
distribution - capital,east south central,,,2018,2.485,4001,
distribution - capital,east south central,,,2019,2.485,4002,
distribution - capital,east south central,,,2020,2.485,4003,
distribution - capital,east south central,,,2021,2.485,4004,
distribution - capital,east south central,,,2022,2.485,4005,
distribution - capital,east south central,,,2023,2.485,4006,
distribution - capital,east south central,,,2024,2.485,4007,
distribution - capital,east south central,,,2025,2.485,4008,
distribution - capital,east south central,,,2026,2.485,4009,
distribution - capital,east south central,,,2027,2.485,4010,
distribution - capital,east south central,,,2028,2.485,4011,
distribution - capital,east south central,,,2029,2.485,4012,
distribution - capital,east south central,,,2030,2.485,4013,
distribution - capital,east south central,,,2031,2.485,4014,
distribution - capital,east south central,,,2032,2.485,4015,
distribution - capital,east south central,,,2033,2.485,4016,
distribution - capital,east south central,,,2034,2.485,4017,
distribution - capital,east south central,,,2035,2.485,4018,
distribution - capital,east south central,,,2036,2.485,4019,
distribution - capital,east south central,,,2037,2.485,4020,
distribution - capital,east south central,,,2038,2.485,4021,
distribution - capital,east south central,,,2039,2.485,4022,
distribution - capital,east south central,,,2040,2.485,4023,
distribution - capital,east south central,,,2041,2.485,4024,
distribution - capital,east south central,,,2042,2.485,4025,
distribution - capital,east south central,,,2043,2.485,4026,
distribution - capital,east south central,,,2044,2.485,4027,
distribution - capital,east south central,,,2045,2.485,4028,
distribution - capital,east south central,,,2046,2.485,4029,
distribution - capital,east south central,,,2047,2.485,4030,
distribution - capital,east south central,,,2048,2.485,4031,
distribution - capital,east south central,,,2049,2.485,4032,
distribution - capital,east south central,,,2050,2.485,4033,
distribution - capital,west south central,,,2015,2.401,4034,
distribution - capital,west south central,,,2016,2.401,4035,
distribution - capital,west south central,,,2017,2.401,4036,
distribution - capital,west south central,,,2018,2.401,4037,
distribution - capital,west south central,,,2019,2.401,4038,
distribution - capital,west south central,,,2020,2.401,4039,
distribution - capital,west south central,,,2021,2.401,4040,
distribution - capital,west south central,,,2022,2.401,4041,
distribution - capital,west south central,,,2023,2.401,4042,
distribution - capital,west south central,,,2024,2.401,4043,
distribution - capital,west south central,,,2025,2.401,4044,
distribution - capital,west south central,,,2026,2.401,4045,
distribution - capital,west south central,,,2027,2.401,4046,
distribution - capital,west south central,,,2028,2.401,4047,
distribution - capital,west south central,,,2029,2.401,4048,
distribution - capital,west south central,,,2030,2.401,4049,
distribution - capital,west south central,,,2031,2.401,4050,
distribution - capital,west south central,,,2032,2.401,4051,
distribution - capital,west south central,,,2033,2.401,4052,
distribution - capital,west south central,,,2034,2.401,4053,
distribution - capital,west south central,,,2035,2.401,4054,
distribution - capital,west south central,,,2036,2.401,4055,
distribution - capital,west south central,,,2037,2.401,4056,
distribution - capital,west south central,,,2038,2.401,4057,
distribution - capital,west south central,,,2039,2.401,4058,
distribution - capital,west south central,,,2040,2.401,4059,
distribution - capital,west south central,,,2041,2.401,4060,
distribution - capital,west south central,,,2042,2.401,4061,
distribution - capital,west south central,,,2043,2.401,4062,
distribution - capital,west south central,,,2044,2.401,4063,
distribution - capital,west south central,,,2045,2.401,4064,
distribution - capital,west south central,,,2046,2.401,4065,
distribution - capital,west south central,,,2047,2.401,4066,
distribution - capital,west south central,,,2048,2.401,4067,
distribution - capital,west south central,,,2049,2.401,4068,
distribution - capital,west south central,,,2050,2.401,4069,
distribution - capital,mountain,,,2015,2.196,4070,
distribution - capital,mountain,,,2016,2.196,4071,
distribution - capital,mountain,,,2017,2.196,4072,
distribution - capital,mountain,,,2018,2.196,4073,
distribution - capital,mountain,,,2019,2.196,4074,
distribution - capital,mountain,,,2020,2.196,4075,
distribution - capital,mountain,,,2021,2.196,4076,
distribution - capital,mountain,,,2022,2.196,4077,
distribution - capital,mountain,,,2023,2.196,4078,
distribution - capital,mountain,,,2024,2.196,4079,
distribution - capital,mountain,,,2025,2.196,4080,
distribution - capital,mountain,,,2026,2.196,4081,
distribution - capital,mountain,,,2027,2.196,4082,
distribution - capital,mountain,,,2028,2.196,4083,
distribution - capital,mountain,,,2029,2.196,4084,
distribution - capital,mountain,,,2030,2.196,4085,
distribution - capital,mountain,,,2031,2.196,4086,
distribution - capital,mountain,,,2032,2.196,4087,
distribution - capital,mountain,,,2033,2.196,4088,
distribution - capital,mountain,,,2034,2.196,4089,
distribution - capital,mountain,,,2035,2.196,4090,
distribution - capital,mountain,,,2036,2.196,4091,
distribution - capital,mountain,,,2037,2.196,4092,
distribution - capital,mountain,,,2038,2.196,4093,
distribution - capital,mountain,,,2039,2.196,4094,
distribution - capital,mountain,,,2040,2.196,4095,
distribution - capital,mountain,,,2041,2.196,4096,
distribution - capital,mountain,,,2042,2.196,4097,
distribution - capital,mountain,,,2043,2.196,4098,
distribution - capital,mountain,,,2044,2.196,4099,
distribution - capital,mountain,,,2045,2.196,4100,
distribution - capital,mountain,,,2046,2.196,4101,
distribution - capital,mountain,,,2047,2.196,4102,
distribution - capital,mountain,,,2048,2.196,4103,
distribution - capital,mountain,,,2049,2.196,4104,
distribution - capital,mountain,,,2050,2.196,4105,
distribution - capital,pacific,,,2015,2.382,4106,
distribution - capital,pacific,,,2016,2.382,4107,
distribution - capital,pacific,,,2017,2.382,4108,
distribution - capital,pacific,,,2018,2.382,4109,
distribution - capital,pacific,,,2019,2.382,4110,
distribution - capital,pacific,,,2020,2.382,4111,
distribution - capital,pacific,,,2021,2.382,4112,
distribution - capital,pacific,,,2022,2.382,4113,
distribution - capital,pacific,,,2023,2.382,4114,
distribution - capital,pacific,,,2024,2.382,4115,
distribution - capital,pacific,,,2025,2.382,4116,
distribution - capital,pacific,,,2026,2.382,4117,
distribution - capital,pacific,,,2027,2.382,4118,
distribution - capital,pacific,,,2028,2.382,4119,
distribution - capital,pacific,,,2029,2.382,4120,
distribution - capital,pacific,,,2030,2.382,4121,
distribution - capital,pacific,,,2031,2.382,4122,
distribution - capital,pacific,,,2032,2.382,4123,
distribution - capital,pacific,,,2033,2.382,4124,
distribution - capital,pacific,,,2034,2.382,4125,
distribution - capital,pacific,,,2035,2.382,4126,
distribution - capital,pacific,,,2036,2.382,4127,
distribution - capital,pacific,,,2037,2.382,4128,
distribution - capital,pacific,,,2038,2.382,4129,
distribution - capital,pacific,,,2039,2.382,4130,
distribution - capital,pacific,,,2040,2.382,4131,
distribution - capital,pacific,,,2041,2.382,4132,
distribution - capital,pacific,,,2042,2.382,4133,
distribution - capital,pacific,,,2043,2.382,4134,
distribution - capital,pacific,,,2044,2.382,4135,
distribution - capital,pacific,,,2045,2.382,4136,
distribution - capital,pacific,,,2046,2.382,4137,
distribution - capital,pacific,,,2047,2.382,4138,
distribution - capital,pacific,,,2048,2.382,4139,
distribution - capital,pacific,,,2049,2.382,4140,
distribution - capital,pacific,,,2050,2.382,4141,
distribution - capital ,new england,,,2015,0.959,4142,
distribution - capital ,new england,,,2016,0.93,4143,
distribution - capital ,new england,,,2017,0.971,4144,
distribution - capital ,new england,,,2018,1.033,4145,
distribution - capital ,new england,,,2019,1.086,4146,
distribution - capital ,new england,,,2020,1.136,4147,
distribution - capital ,new england,,,2021,1.168,4148,
distribution - capital ,new england,,,2022,1.209,4149,
distribution - capital ,new england,,,2023,1.221,4150,
distribution - capital ,new england,,,2024,1.21,4151,
distribution - capital ,new england,,,2025,1.202,4152,
distribution - capital ,new england,,,2026,1.185,4153,
distribution - capital ,new england,,,2027,1.179,4154,
distribution - capital ,new england,,,2028,1.19,4155,
distribution - capital ,new england,,,2029,1.195,4156,
distribution - capital ,new england,,,2030,1.197,4157,
distribution - capital ,new england,,,2031,1.193,4158,
distribution - capital ,new england,,,2032,1.188,4159,
distribution - capital ,new england,,,2033,1.182,4160,
distribution - capital ,new england,,,2034,1.181,4161,
distribution - capital ,new england,,,2035,1.169,4162,
distribution - capital ,new england,,,2036,1.156,4163,
distribution - capital ,new england,,,2037,1.146,4164,
distribution - capital ,new england,,,2038,1.132,4165,
distribution - capital ,new england,,,2039,1.127,4166,
distribution - capital ,new england,,,2040,1.128,4167,
distribution - capital ,new england,,,2041,1.132,4168,
distribution - capital ,new england,,,2042,1.142,4169,
distribution - capital ,new england,,,2043,1.153,4170,
distribution - capital ,new england,,,2044,1.171,4171,
distribution - capital ,new england,,,2045,1.188,4172,
distribution - capital ,new england,,,2046,1.207,4173,
distribution - capital ,new england,,,2047,1.226,4174,
distribution - capital ,new england,,,2048,1.251,4175,
distribution - capital ,new england,,,2049,1.277,4176,
distribution - capital ,new england,,,2050,1.302,4177,
distribution - capital ,middle atlantic,,,2015,0.854,4178,
distribution - capital ,middle atlantic,,,2016,0.874,4179,
distribution - capital ,middle atlantic,,,2017,0.863,4180,
distribution - capital ,middle atlantic,,,2018,0.858,4181,
distribution - capital ,middle atlantic,,,2019,0.861,4182,
distribution - capital ,middle atlantic,,,2020,0.87,4183,
distribution - capital ,middle atlantic,,,2021,0.871,4184,
distribution - capital ,middle atlantic,,,2022,0.868,4185,
distribution - capital ,middle atlantic,,,2023,0.852,4186,
distribution - capital ,middle atlantic,,,2024,0.826,4187,
distribution - capital ,middle atlantic,,,2025,0.817,4188,
distribution - capital ,middle atlantic,,,2026,0.812,4189,
distribution - capital ,middle atlantic,,,2027,0.801,4190,
distribution - capital ,middle atlantic,,,2028,0.798,4191,
distribution - capital ,middle atlantic,,,2029,0.784,4192,
distribution - capital ,middle atlantic,,,2030,0.775,4193,
distribution - capital ,middle atlantic,,,2031,0.778,4194,
distribution - capital ,middle atlantic,,,2032,0.784,4195,
distribution - capital ,middle atlantic,,,2033,0.781,4196,
distribution - capital ,middle atlantic,,,2034,0.776,4197,
distribution - capital ,middle atlantic,,,2035,0.771,4198,
distribution - capital ,middle atlantic,,,2036,0.772,4199,
distribution - capital ,middle atlantic,,,2037,0.77,4200,
distribution - capital ,middle atlantic,,,2038,0.768,4201,
distribution - capital ,middle atlantic,,,2039,0.766,4202,
distribution - capital ,middle atlantic,,,2040,0.768,4203,
distribution - capital ,middle atlantic,,,2041,0.769,4204,
distribution - capital ,middle atlantic,,,2042,0.773,4205,
distribution - capital ,middle atlantic,,,2043,0.776,4206,
distribution - capital ,middle atlantic,,,2044,0.78,4207,
distribution - capital ,middle atlantic,,,2045,0.784,4208,
distribution - capital ,middle atlantic,,,2046,0.788,4209,
distribution - capital ,middle atlantic,,,2047,0.792,4210,
distribution - capital ,middle atlantic,,,2048,0.796,4211,
distribution - capital ,middle atlantic,,,2049,0.801,4212,
distribution - capital ,middle atlantic,,,2050,0.807,4213,
distribution - capital ,east north central,,,2015,0.714,4214,
distribution - capital ,east north central,,,2016,0.737,4215,
distribution - capital ,east north central,,,2017,0.716,4216,
distribution - capital ,east north central,,,2018,0.715,4217,
distribution - capital ,east north central,,,2019,0.715,4218,
distribution - capital ,east north central,,,2020,0.718,4219,
distribution - capital ,east north central,,,2021,0.716,4220,
distribution - capital ,east north central,,,2022,0.711,4221,
distribution - capital ,east north central,,,2023,0.71,4222,
distribution - capital ,east north central,,,2024,0.708,4223,
distribution - capital ,east north central,,,2025,0.712,4224,
distribution - capital ,east north central,,,2026,0.718,4225,
distribution - capital ,east north central,,,2027,0.715,4226,
distribution - capital ,east north central,,,2028,0.722,4227,
distribution - capital ,east north central,,,2029,0.726,4228,
distribution - capital ,east north central,,,2030,0.728,4229,
distribution - capital ,east north central,,,2031,0.726,4230,
distribution - capital ,east north central,,,2032,0.722,4231,
distribution - capital ,east north central,,,2033,0.714,4232,
distribution - capital ,east north central,,,2034,0.709,4233,
distribution - capital ,east north central,,,2035,0.704,4234,
distribution - capital ,east north central,,,2036,0.699,4235,
distribution - capital ,east north central,,,2037,0.692,4236,
distribution - capital ,east north central,,,2038,0.688,4237,
distribution - capital ,east north central,,,2039,0.687,4238,
distribution - capital ,east north central,,,2040,0.69,4239,
distribution - capital ,east north central,,,2041,0.694,4240,
distribution - capital ,east north central,,,2042,0.694,4241,
distribution - capital ,east north central,,,2043,0.695,4242,
distribution - capital ,east north central,,,2044,0.698,4243,
distribution - capital ,east north central,,,2045,0.7,4244,
distribution - capital ,east north central,,,2046,0.705,4245,
distribution - capital ,east north central,,,2047,0.709,4246,
distribution - capital ,east north central,,,2048,0.714,4247,
distribution - capital ,east north central,,,2049,0.72,4248,
distribution - capital ,east north central,,,2050,0.726,4249,
distribution - capital ,west north central,,,2015,0.018,4250,
distribution - capital ,west north central,,,2016,0.109,4251,
distribution - capital ,west north central,,,2017,0.06,4252,
distribution - capital ,west north central,,,2018,0.057,4253,
distribution - capital ,west north central,,,2019,0.058,4254,
distribution - capital ,west north central,,,2020,0.051,4255,
distribution - capital ,west north central,,,2021,0.046,4256,
distribution - capital ,west north central,,,2022,0.04,4257,
distribution - capital ,west north central,,,2023,0.028,4258,
distribution - capital ,west north central,,,2024,0.02,4259,
distribution - capital ,west north central,,,2025,0.012,4260,
distribution - capital ,west north central,,,2026,0.004,4261,
distribution - capital ,west north central,,,2027,-0.001,4262,
distribution - capital ,west north central,,,2028,-0.01,4263,
distribution - capital ,west north central,,,2029,-0.015,4264,
distribution - capital ,west north central,,,2030,-0.019,4265,
distribution - capital ,west north central,,,2031,-0.017,4266,
distribution - capital ,west north central,,,2032,-0.017,4267,
distribution - capital ,west north central,,,2033,-0.02,4268,
distribution - capital ,west north central,,,2034,-0.031,4269,
distribution - capital ,west north central,,,2035,-0.039,4270,
distribution - capital ,west north central,,,2036,-0.049,4271,
distribution - capital ,west north central,,,2037,-0.054,4272,
distribution - capital ,west north central,,,2038,-0.057,4273,
distribution - capital ,west north central,,,2039,-0.063,4274,
distribution - capital ,west north central,,,2040,-0.076,4275,
distribution - capital ,west north central,,,2041,-0.079,4276,
distribution - capital ,west north central,,,2042,-0.08,4277,
distribution - capital ,west north central,,,2043,-0.078,4278,
distribution - capital ,west north central,,,2044,-0.078,4279,
distribution - capital ,west north central,,,2045,-0.078,4280,
distribution - capital ,west north central,,,2046,-0.078,4281,
distribution - capital ,west north central,,,2047,-0.076,4282,
distribution - capital ,west north central,,,2048,-0.078,4283,
distribution - capital ,west north central,,,2049,-0.078,4284,
distribution - capital ,west north central,,,2050,-0.08,4285,
distribution - capital ,south atlantic,,,2015,0.792,4286,
distribution - capital ,south atlantic,,,2016,0.826,4287,
distribution - capital ,south atlantic,,,2017,0.815,4288,
distribution - capital ,south atlantic,,,2018,0.732,4289,
distribution - capital ,south atlantic,,,2019,0.718,4290,
distribution - capital ,south atlantic,,,2020,0.723,4291,
distribution - capital ,south atlantic,,,2021,0.741,4292,
distribution - capital ,south atlantic,,,2022,0.755,4293,
distribution - capital ,south atlantic,,,2023,0.762,4294,
distribution - capital ,south atlantic,,,2024,0.768,4295,
distribution - capital ,south atlantic,,,2025,0.774,4296,
distribution - capital ,south atlantic,,,2026,0.785,4297,
distribution - capital ,south atlantic,,,2027,0.79,4298,
distribution - capital ,south atlantic,,,2028,0.804,4299,
distribution - capital ,south atlantic,,,2029,0.814,4300,
distribution - capital ,south atlantic,,,2030,0.824,4301,
distribution - capital ,south atlantic,,,2031,0.817,4302,
distribution - capital ,south atlantic,,,2032,0.81,4303,
distribution - capital ,south atlantic,,,2033,0.802,4304,
distribution - capital ,south atlantic,,,2034,0.787,4305,
distribution - capital ,south atlantic,,,2035,0.776,4306,
distribution - capital ,south atlantic,,,2036,0.763,4307,
distribution - capital ,south atlantic,,,2037,0.749,4308,
distribution - capital ,south atlantic,,,2038,0.743,4309,
distribution - capital ,south atlantic,,,2039,0.744,4310,
distribution - capital ,south atlantic,,,2040,0.748,4311,
distribution - capital ,south atlantic,,,2041,0.755,4312,
distribution - capital ,south atlantic,,,2042,0.756,4313,
distribution - capital ,south atlantic,,,2043,0.762,4314,
distribution - capital ,south atlantic,,,2044,0.769,4315,
distribution - capital ,south atlantic,,,2045,0.777,4316,
distribution - capital ,south atlantic,,,2046,0.793,4317,
distribution - capital ,south atlantic,,,2047,0.805,4318,
distribution - capital ,south atlantic,,,2048,0.82,4319,
distribution - capital ,south atlantic,,,2049,0.831,4320,
distribution - capital ,south atlantic,,,2050,0.846,4321,
distribution - capital ,east south central,,,2015,0.92,4322,
distribution - capital ,east south central,,,2016,0.933,4323,
distribution - capital ,east south central,,,2017,0.928,4324,
distribution - capital ,east south central,,,2018,0.917,4325,
distribution - capital ,east south central,,,2019,0.913,4326,
distribution - capital ,east south central,,,2020,0.907,4327,
distribution - capital ,east south central,,,2021,0.906,4328,
distribution - capital ,east south central,,,2022,0.904,4329,
distribution - capital ,east south central,,,2023,0.89,4330,
distribution - capital ,east south central,,,2024,0.884,4331,
distribution - capital ,east south central,,,2025,0.878,4332,
distribution - capital ,east south central,,,2026,0.868,4333,
distribution - capital ,east south central,,,2027,0.861,4334,
distribution - capital ,east south central,,,2028,0.85,4335,
distribution - capital ,east south central,,,2029,0.843,4336,
distribution - capital ,east south central,,,2030,0.845,4337,
distribution - capital ,east south central,,,2031,0.84,4338,
distribution - capital ,east south central,,,2032,0.834,4339,
distribution - capital ,east south central,,,2033,0.822,4340,
distribution - capital ,east south central,,,2034,0.807,4341,
distribution - capital ,east south central,,,2035,0.796,4342,
distribution - capital ,east south central,,,2036,0.784,4343,
distribution - capital ,east south central,,,2037,0.774,4344,
distribution - capital ,east south central,,,2038,0.77,4345,
distribution - capital ,east south central,,,2039,0.773,4346,
distribution - capital ,east south central,,,2040,0.782,4347,
distribution - capital ,east south central,,,2041,0.792,4348,
distribution - capital ,east south central,,,2042,0.791,4349,
distribution - capital ,east south central,,,2043,0.795,4350,
distribution - capital ,east south central,,,2044,0.803,4351,
distribution - capital ,east south central,,,2045,0.809,4352,
distribution - capital ,east south central,,,2046,0.821,4353,
distribution - capital ,east south central,,,2047,0.83,4354,
distribution - capital ,east south central,,,2048,0.845,4355,
distribution - capital ,east south central,,,2049,0.854,4356,
distribution - capital ,east south central,,,2050,0.872,4357,
distribution - capital ,west south central,,,2015,0.788,4358,
distribution - capital ,west south central,,,2016,0.75,4359,
distribution - capital ,west south central,,,2017,0.73,4360,
distribution - capital ,west south central,,,2018,0.73,4361,
distribution - capital ,west south central,,,2019,0.733,4362,
distribution - capital ,west south central,,,2020,0.738,4363,
distribution - capital ,west south central,,,2021,0.733,4364,
distribution - capital ,west south central,,,2022,0.727,4365,
distribution - capital ,west south central,,,2023,0.73,4366,
distribution - capital ,west south central,,,2024,0.728,4367,
distribution - capital ,west south central,,,2025,0.727,4368,
distribution - capital ,west south central,,,2026,0.731,4369,
distribution - capital ,west south central,,,2027,0.731,4370,
distribution - capital ,west south central,,,2028,0.735,4371,
distribution - capital ,west south central,,,2029,0.735,4372,
distribution - capital ,west south central,,,2030,0.739,4373,
distribution - capital ,west south central,,,2031,0.739,4374,
distribution - capital ,west south central,,,2032,0.739,4375,
distribution - capital ,west south central,,,2033,0.737,4376,
distribution - capital ,west south central,,,2034,0.732,4377,
distribution - capital ,west south central,,,2035,0.733,4378,
distribution - capital ,west south central,,,2036,0.742,4379,
distribution - capital ,west south central,,,2037,0.747,4380,
distribution - capital ,west south central,,,2038,0.748,4381,
distribution - capital ,west south central,,,2039,0.751,4382,
distribution - capital ,west south central,,,2040,0.761,4383,
distribution - capital ,west south central,,,2041,0.761,4384,
distribution - capital ,west south central,,,2042,0.766,4385,
distribution - capital ,west south central,,,2043,0.764,4386,
distribution - capital ,west south central,,,2044,0.769,4387,
distribution - capital ,west south central,,,2045,0.774,4388,
distribution - capital ,west south central,,,2046,0.779,4389,
distribution - capital ,west south central,,,2047,0.776,4390,
distribution - capital ,west south central,,,2048,0.786,4391,
distribution - capital ,west south central,,,2049,0.795,4392,
distribution - capital ,west south central,,,2050,0.799,4393,
distribution - capital ,mountain,,,2015,0.494,4394,
distribution - capital ,mountain,,,2016,0.489,4395,
distribution - capital ,mountain,,,2017,0.454,4396,
distribution - capital ,mountain,,,2018,0.483,4397,
distribution - capital ,mountain,,,2019,0.479,4398,
distribution - capital ,mountain,,,2020,0.475,4399,
distribution - capital ,mountain,,,2021,0.475,4400,
distribution - capital ,mountain,,,2022,0.469,4401,
distribution - capital ,mountain,,,2023,0.473,4402,
distribution - capital ,mountain,,,2024,0.471,4403,
distribution - capital ,mountain,,,2025,0.478,4404,
distribution - capital ,mountain,,,2026,0.481,4405,
distribution - capital ,mountain,,,2027,0.477,4406,
distribution - capital ,mountain,,,2028,0.482,4407,
